"id","bigGat","shop_discount","real_discount"
"l-2714659","Одяг",50,-1
"l-2714660","Одяг",50,-1
"l-2717957","Одяг",86,33
"l-2717962","Одяг",57,-22
"l-2717965","Одяг",85,7
"l-2717966","Одяг",86,6
"l-2717973","Одяг",57,0
"l-2722024","Одяг",57,0
"l-2724735","Одяг",52,29
"l-2733270","Одяг",50,0
"l-2733274","Одяг",50,0
"l-2735481","Одяг",57,3
"l-2735482","Одяг",57,3
"l-2735483","Одяг",57,3
"l-2735484","Одяг",57,2
"l-2735485","Одяг",57,2
"l-2735486","Одяг",56,2
"l-2735487","Одяг",56,2
"l-2735488","Одяг",56,2
"l-2735489","Одяг",56,2
"l-2737377","Одяг",14,-3
"l-2737380","Одяг",20,-2
"l-2737383","Одяг",27,0
"l-2738951","Одяг",66,29
"l-2738954","Одяг",66,26
"l-2738985","Одяг",70,39
"l-2738986","Одяг",70,39
"l-2738990","Одяг",70,37
"l-2738992","Одяг",70,41
"l-2740405","Одяг",50,5
"l-2741481","Одяг",81,-1
"l-2741555","Одяг",91,0
"l-2741562","Одяг",91,43
"l-2741579","Одяг",90,20
"l-2745767","Одяг",90,20
"l-2745853","Одяг",94,25
"l-2745883","Одяг",92,0
"l-2745947","Одяг",92,14
"l-2746016","Одяг",89,0
"l-2746018","Одяг",89,25
"l-2746124","Одяг",91,0
"l-2746146","Одяг",90,2
"l-2747720","Сумки",72,13
"l-2748858","Одяг",85,26
"l-2750379","Одяг",85,4
"l-2750779","Одяг",69,0
"l-2751980","Одяг",69,-11
"l-2751982","Одяг",69,0
"l-2752101","Одяг",69,0
"l-2752138","Одяг",83,30
"l-2752245","Одяг",69,0
"l-2752293","Одяг",69,0
"l-2752558","Одяг",69,-10
"l-2753017","Одяг",78,2
"l-2753021","Одяг",69,0
"l-2753058","Одяг",69,0
"l-2753067","Одяг",69,-12
"l-2753155","Одяг",62,-13
"l-2753430","Одяг",69,0
"l-2753528","Одяг",16,-3
"l-2753529","Одяг",16,-2
"l-2753881","Одяг",80,-2
"l-2755530","Одяг",49,0
"l-2755532","Одяг",50,0
"l-2755533","Одяг",50,-3
"l-2755553","Одяг",50,0
"l-2755556","Одяг",50,0
"l-2757690","Одяг",56,2
"l-2757692","Одяг",57,3
"l-2757706","Одяг",56,2
"l-2757708","Одяг",56,2
"l-2757709","Одяг",56,2
"l-2757710","Одяг",56,2
"l-2757711","Одяг",56,2
"l-2757712","Одяг",56,2
"l-2757714","Одяг",56,2
"l-2758245","Одяг",69,0
"l-2758480","Одяг",88,62
"l-2763081","Одяг",83,57
"l-2764129","Одяг",49,4
"l-2768045","Сумки",72,8
"l-2768046","Сумки",72,9
"l-2768048","Сумки",72,8
"l-2768049","Сумки",72,7
"l-2768050","Сумки",72,8
"l-2768057","Сумки",72,10
"l-2768058","Сумки",72,10
"l-2768060","Сумки",72,10
"l-2768090","Сумки",72,10
"l-2768109","Сумки",72,11
"l-2768111","Сумки",72,11
"l-2768421","Одяг",83,58
"l-2771468","Одяг",45,-4
"l-2771473","Одяг",63,-13
"l-2771476","Одяг",63,-14
"l-2771478","Одяг",63,-20
"l-2771479","Одяг",63,-31
"l-2771482","Одяг",63,0
"l-2776261","Одяг",63,0
"l-2776265","Одяг",63,0
"l-2777628","Одяг",89,28
"l-2782086","Одяг",50,6
"l-2782648","Одяг",87,31
"l-2782678","Одяг",84,55
"l-2782993","Одяг",49,4
"l-2782996","Одяг",50,13
"l-2782999","Одяг",50,9
"l-2783570","Одяг",69,0
"l-2784709","Одяг",73,25
"l-2784721","Одяг",75,38
"l-2787908","Одяг",50,0
"l-2787909","Одяг",50,0
"l-2787910","Одяг",50,0
"l-2787914","Одяг",50,0
"l-2787919","Одяг",50,0
"l-2788408","Одяг",88,49
"l-2794258","Одяг",81,0
"l-2807260","Одяг",49,0
"l-2811007","Одяг",9,-3
"l-2815476","Одяг",49,4
"l-2815883","Одяг",83,59
"l-2820248","Одяг",56,2
"l-2820249","Одяг",56,2
"l-2820251","Одяг",56,2
"l-2820254","Одяг",56,2
"l-2820255","Одяг",56,2
"l-2822929","Сумки",72,11
"l-2822930","Сумки",72,9
"l-2822938","Сумки",71,9
"l-2822941","Сумки",71,9
"l-2822942","Сумки",71,9
"l-2823577","Одяг",75,35
"l-2824283","Одяг",22,0
"l-2832702","Одяг",56,1
"l-2832703","Одяг",57,2
"l-2832704","Одяг",57,2
"l-2832705","Одяг",57,2
"l-2832707","Одяг",56,2
"l-2832711","Одяг",57,2
"l-2832714","Одяг",56,2
"l-2832715","Одяг",56,2
"l-2832716","Одяг",57,2
"l-2832717","Одяг",57,2
"l-2833230","Одяг",91,28
"l-2833247","Одяг",90,0
"l-2833272","Одяг",88,11
"l-2833318","Одяг",91,-11
"l-2833336","Одяг",92,8
"l-2833434","Одяг",87,0
"l-2833436","Одяг",87,0
"l-2833443","Одяг",85,0
"l-2833446","Одяг",85,0
"l-2833465","Одяг",84,0
"l-2833475","Одяг",88,31
"l-2833476","Одяг",88,33
"l-2833478","Одяг",88,29
"l-2833501","Одяг",87,3
"l-2833512","Одяг",90,25
"l-2833514","Одяг",90,19
"l-2833515","Одяг",90,8
"l-2833520","Одяг",88,20
"l-2833534","Одяг",86,14
"l-2833547","Одяг",86,0
"l-2833583","Одяг",87,29
"l-2833584","Одяг",92,22
"l-2833587","Одяг",87,-61
"l-2833656","Одяг",91,0
"l-2833675","Одяг",89,1
"l-2833701","Одяг",90,29
"l-2833709","Одяг",89,3
"l-2833711","Одяг",90,0
"l-2833763","Одяг",85,-32
"l-2833772","Одяг",89,0
"l-2833777","Одяг",90,14
"l-2833787","Одяг",91,0
"l-2833793","Одяг",92,6
"l-2833804","Одяг",90,0
"l-2833818","Одяг",91,32
"l-2833819","Одяг",91,0
"l-2833837","Одяг",89,0
"l-2833849","Одяг",90,22
"l-2833872","Одяг",90,17
"l-2833888","Одяг",90,20
"l-2833943","Одяг",88,0
"l-2833950","Одяг",88,14
"l-2833955","Одяг",88,25
"l-2833985","Одяг",91,0
"l-2833994","Одяг",88,8
"l-2834019","Одяг",92,0
"l-2834020","Одяг",92,0
"l-2834036","Одяг",91,14
"l-2834072","Одяг",88,-33
"l-2834081","Одяг",89,1
"l-2834084","Одяг",91,0
"l-2834092","Одяг",90,33
"l-2834102","Одяг",89,18
"l-2834103","Одяг",90,28
"l-2834118","Одяг",49,3
"l-2834120","Одяг",49,4
"l-2841582","Одяг",67,26
"l-2841594","Одяг",83,60
"l-2845265","Сумки",90,16
"l-2847494","Одяг",45,-3
"l-2849573","Одяг",81,-1
"l-2857766","Сумки",72,7
"l-2857771","Сумки",72,10
"l-2857779","Сумки",75,25
"l-2857780","Сумки",75,25
"l-2857783","Сумки",70,10
"l-2857789","Сумки",72,6
"l-2857806","Сумки",72,11
"l-2857807","Сумки",72,9
"l-2857808","Сумки",72,11
"l-2857809","Сумки",72,11
"l-2857824","Сумки",72,5
"l-2857825","Сумки",72,10
"l-2857830","Сумки",72,8
"l-2857831","Сумки",72,10
"l-2861638","Одяг",81,0
"l-2863890","Одяг",67,31
"l-2865826","Одяг",70,39
"l-2865839","Одяг",67,26
"l-2865844","Одяг",50,6
"l-2865846","Одяг",50,5
"l-2865847","Одяг",50,5
"l-2865851","Одяг",50,5
"l-2865856","Одяг",49,5
"l-2871431","Одяг",52,33
"l-2871618","Одяг",79,36
"l-2871623","Одяг",78,42
"l-2871642","Одяг",75,31
"l-2872544","Одяг",94,66
"l-2873347","Одяг",56,2
"l-2873348","Одяг",56,2
"l-2873349","Одяг",56,2
"l-2873351","Одяг",56,1
"l-2873353","Одяг",57,0
"l-2873354","Одяг",57,1
"l-2873355","Одяг",57,3
"l-2873734","Одяг",22,-4
"l-2875990","Одяг",49,-1
"l-2876041","Одяг",50,0
"l-2876044","Одяг",50,0
"l-2876059","Одяг",49,-7
"l-2876061","Одяг",49,-6
"l-2876099","Одяг",49,-1
"l-2876103","Одяг",50,0
"l-2876105","Одяг",50,0
"l-2876107","Одяг",50,0
"l-2876109","Одяг",50,0
"l-2876111","Одяг",50,0
"l-2876128","Одяг",49,-1
"l-2876130","Одяг",50,0
"l-2876335","Одяг",67,28
"l-2876336","Одяг",67,30
"l-2876337","Одяг",67,28
"l-2877952","Одяг",57,2
"l-2877953","Одяг",56,3
"l-2877954","Одяг",57,2
"l-2877960","Одяг",57,2
"l-2877961","Одяг",57,2
"l-2877967","Одяг",56,3
"l-2877971","Одяг",56,2
"l-2878138","Одяг",77,-1
"l-2878807","Одяг",90,4
"l-2878811","Одяг",90,0
"l-2878812","Одяг",90,16
"l-2880792","Одяг",66,25
"l-2886736","Одяг",57,3
"l-2886738","Одяг",57,3
"l-2886751","Одяг",56,2
"l-2888232","Одяг",81,-1
"l-2890188","Одяг",63,0
"l-2890189","Одяг",45,-3
"l-2891226","Одяг",50,0
"l-2891228","Одяг",50,0
"l-2891239","Одяг",50,0
"l-2891254","Одяг",50,0
"l-2893919","Одяг",81,0
"l-2897114","Одяг",49,5
"l-2897316","Одяг",50,0
"l-2897317","Одяг",50,0
"l-2900662","Одяг",81,0
"l-2900721","Одяг",81,-1
"l-2905206","Сумки",72,12
"l-2905212","Сумки",72,12
"l-2905396","Одяг",50,0
"l-2905397","Одяг",50,0
"l-2905404","Одяг",50,0
"l-2908075","Одяг",37,18
"l-2908088","Одяг",50,4
"l-2908089","Одяг",50,1
"l-2912311","Одяг",77,-1
"l-2914873","Одяг",73,33
"l-2914875","Одяг",73,33
"l-2917997","Одяг",77,0
"l-2918016","Одяг",77,0
"l-2918017","Одяг",77,0
"l-2918492","Одяг",76,34
"l-2918548","Одяг",76,31
"l-2923878","Одяг",40,0
"l-2924238","Одяг",67,32
"l-2925425","Одяг",81,-1
"l-2927141","Одяг",79,33
"l-2927142","Одяг",79,32
"l-2927226","Одяг",79,34
"l-2931413","Одяг",67,26
"l-2932690","Одяг",94,18
"l-2932715","Одяг",89,31
"l-2932716","Одяг",89,25
"l-2932728","Одяг",87,8
"l-2932742","Одяг",86,0
"l-2932746","Одяг",86,0
"l-2932747","Одяг",90,14
"l-2932753","Одяг",86,0
"l-2932768","Одяг",87,0
"l-2932781","Одяг",88,0
"l-2932827","Одяг",90,21
"l-2932839","Одяг",86,0
"l-2932881","Одяг",88,0
"l-2932882","Одяг",88,0
"l-2932899","Одяг",81,-2
"l-2932935","Одяг",89,10
"l-2932952","Одяг",90,3
"l-2932964","Одяг",91,2
"l-2932996","Одяг",90,25
"l-2933186","Одяг",40,24
"l-2933288","Одяг",90,0
"l-2933325","Одяг",91,0
"l-2933523","Одяг",90,-25
"l-2933555","Одяг",89,1
"l-2933600","Одяг",88,0
"l-2933601","Одяг",88,18
"l-2933603","Одяг",88,2
"l-2933614","Одяг",90,14
"l-2933622","Одяг",90,0
"l-2933629","Одяг",88,-25
"l-2933633","Одяг",89,1
"l-2933665","Одяг",89,0
"l-2933685","Одяг",90,20
"l-2937146","Одяг",38,19
"l-2937158","Одяг",66,27
"l-2937164","Одяг",65,12
"l-2937167","Одяг",42,29
"l-2937172","Одяг",53,-1
"l-2937175","Одяг",55,42
"l-2937184","Одяг",62,28
"l-2937185","Одяг",66,23
"l-2940934","Одяг",77,40
"l-2940937","Одяг",78,16
"l-2941051","Одяг",88,23
"l-2941061","Одяг",91,17
"l-2941122","Одяг",90,13
"l-2941149","Одяг",92,33
"l-2941716","Одяг",69,31
"l-2944740","Сумки",65,17
"l-2946859","Одяг",55,-7
"l-2946860","Одяг",67,24
"l-2952461","Одяг",81,-2
"l-2952465","Одяг",81,0
"l-2954965","Одяг",83,34
"l-2956188","Одяг",86,26
"l-2957870","Одяг",66,32
"l-2957889","Одяг",71,33
"l-2958008","Одяг",82,55
"l-2958763","Одяг",84,60
"l-2959592","Одяг",56,2
"l-2959593","Одяг",56,2
"l-2959594","Одяг",56,2
"l-2959597","Одяг",57,2
"l-2959598","Одяг",57,2
"l-2959599","Одяг",57,2
"l-2959600","Одяг",57,2
"l-2959601","Одяг",56,2
"l-2959603","Одяг",56,2
"l-2959604","Одяг",56,3
"l-2959606","Одяг",57,2
"l-2959608","Одяг",57,2
"l-2959609","Одяг",57,2
"l-2959610","Одяг",56,2
"l-2959611","Одяг",56,2
"l-2959617","Одяг",58,5
"l-2959618","Одяг",57,3
"l-2959619","Одяг",57,2
"l-2959620","Одяг",57,2
"l-2962845","Одяг",81,-1
"l-2962918","Одяг",65,28
"l-2962920","Одяг",65,29
"l-2965032","Сумки",76,19
"l-2968728","Сумки",78,22
"l-2968736","Сумки",65,17
"l-2968876","Сумки",71,16
"l-2977326","Одяг",38,2
"l-2980354","Одяг",66,24
"l-2981648","Одяг",56,2
"l-2981650","Одяг",56,2
"l-2981651","Одяг",56,2
"l-2981652","Одяг",56,2
"l-2981653","Одяг",56,3
"l-2981654","Одяг",56,2
"l-2981655","Одяг",56,2
"l-2981656","Одяг",56,2
"l-2981657","Одяг",56,2
"l-2981658","Одяг",56,2
"l-2981659","Одяг",57,3
"l-2981660","Одяг",57,2
"l-2981661","Одяг",57,3
"l-2981662","Одяг",57,3
"l-2981663","Одяг",56,2
"l-2981664","Одяг",57,3
"l-2981665","Одяг",57,2
"l-2981666","Одяг",57,3
"l-2981667","Одяг",56,2
"l-2981668","Одяг",56,2
"l-2981669","Одяг",56,2
"l-2981670","Одяг",57,3
"l-2981686","Одяг",56,2
"l-2981687","Одяг",56,2
"l-2981688","Одяг",56,2
"l-2981689","Одяг",56,2
"l-2982630","Одяг",56,3
"l-2984006","Одяг",78,25
"l-2984009","Одяг",86,31
"l-2985459","Одяг",83,37
"l-2985918","Одяг",81,0
"l-2985919","Одяг",81,0
"l-2988238","Одяг",45,0
"l-2992427","Одяг",65,35
"l-2992428","Одяг",66,36
"l-2992429","Одяг",77,30
"l-2992430","Одяг",65,36
"l-2992431","Одяг",65,37
"l-2992432","Одяг",66,36
"l-2992433","Одяг",66,37
"l-2992434","Одяг",66,36
"l-2992435","Одяг",66,36
"l-2992436","Одяг",51,-16
"l-2992437","Одяг",67,37
"l-2992438","Одяг",66,38
"l-2992439","Одяг",66,36
"l-2992518","Одяг",66,39
"l-2992520","Одяг",68,39
"l-2992521","Одяг",65,35
"l-2992522","Одяг",66,37
"l-2994707","Одяг",56,2
"l-2994708","Одяг",57,3
"l-2994709","Одяг",57,2
"l-2994710","Одяг",57,2
"l-2994711","Одяг",56,2
"l-2994712","Одяг",56,2
"l-2994714","Одяг",56,2
"l-2994717","Одяг",56,2
"l-2994718","Одяг",56,2
"l-2994719","Одяг",56,2
"l-2995876","Одяг",81,0
"l-2995906","Одяг",80,0
"l-2995991","Одяг",49,0
"l-2995993","Одяг",50,0
"l-2995994","Одяг",50,0
"l-2995995","Одяг",50,-1
"l-2996001","Одяг",48,0
"l-2996002","Одяг",48,-1
"l-2996003","Одяг",48,-1
"l-2996009","Одяг",50,0
"l-2996010","Одяг",50,0
"l-2996011","Одяг",50,0
"l-2996012","Одяг",50,0
"l-2996014","Одяг",50,0
"l-2996017","Одяг",50,0
"l-2996018","Одяг",50,0
"l-2996019","Одяг",50,0
"l-2996020","Одяг",50,0
"l-3002055","Сумки",71,10
"l-3002068","Сумки",72,12
"l-3002069","Сумки",72,12
"l-3002070","Сумки",72,12
"l-3002567","Одяг",80,31
"l-3005480","Одяг",80,33
"l-3007803","Одяг",78,33
"l-3008040","Одяг",78,33
"l-3008076","Одяг",81,0
"l-3008104","Одяг",81,-2
"l-3010166","Одяг",65,42
"l-3010612","Одяг",66,39
"l-3010616","Одяг",66,48
"l-3010617","Одяг",66,40
"l-3010620","Одяг",66,42
"l-3010622","Одяг",66,41
"l-3010623","Одяг",71,46
"l-3010629","Одяг",66,45
"l-3010636","Одяг",66,37
"l-3010639","Одяг",66,45
"l-3010641","Одяг",65,40
"l-3010642","Одяг",66,43
"l-3010644","Одяг",66,41
"l-3010645","Одяг",65,35
"l-3010649","Одяг",66,47
"l-3010650","Одяг",66,37
"l-3010652","Одяг",66,44
"l-3010659","Одяг",66,40
"l-3010663","Одяг",66,39
"l-3013178","Одяг",67,23
"l-3013471","Одяг",87,25
"l-3019412","Одяг",79,32
"l-3020129","Одяг",89,31
"l-3022430","Одяг",64,30
"l-3022434","Одяг",66,31
"l-3023553","Одяг",14,-2
"l-3023563","Одяг",20,-2
"l-3023579","Одяг",18,-3
"l-3023580","Одяг",18,-2
"l-3023610","Одяг",13,0
"l-3023612","Одяг",28,0
"l-3023650","Одяг",22,0
"l-3023651","Одяг",22,-3
"l-3023652","Одяг",22,-2
"l-3023654","Одяг",0,-1
"l-3023671","Одяг",11,-2
"l-3023675","Одяг",11,-2
"l-3027887","Сумки",34,27
"l-3031087","Одяг",88,0
"l-3031121","Одяг",84,0
"l-3031165","Одяг",89,26
"l-3031169","Одяг",91,0
"l-3031217","Одяг",89,8
"l-3031246","Одяг",88,20
"l-3031266","Одяг",88,10
"l-3031277","Одяг",91,25
"l-3031286","Одяг",89,0
"l-3031297","Одяг",88,22
"l-3031309","Одяг",91,25
"l-3031360","Одяг",86,-68
"l-3031383","Одяг",87,1
"l-3031414","Одяг",90,-43
"l-3031468","Одяг",89,0
"l-3031469","Одяг",89,0
"l-3031495","Одяг",90,24
"l-3031517","Одяг",91,29
"l-3031599","Одяг",81,0
"l-3031677","Одяг",84,0
"l-3031685","Одяг",89,31
"l-3031689","Одяг",87,0
"l-3031714","Одяг",88,0
"l-3031728","Одяг",87,0
"l-3034240","Одяг",0,-2
"l-3034241","Одяг",0,-2
"l-3037643","Одяг",66,36
"l-3037791","Одяг",66,42
"l-3037792","Одяг",66,42
"l-3037793","Одяг",65,35
"l-3037809","Одяг",66,46
"l-3040926","Одяг",89,0
"l-3040940","Одяг",81,0
"l-3040958","Одяг",85,0
"l-3040980","Одяг",92,25
"l-3040984","Одяг",90,21
"l-3040991","Одяг",89,14
"l-3041011","Одяг",91,0
"l-3041592","Одяг",89,25
"l-3041620","Одяг",85,31
"l-3044745","Одяг",79,26
"l-3044808","Одяг",78,25
"l-3044831","Одяг",88,25
"l-3044933","Одяг",79,26
"l-3045041","Одяг",78,25
"l-3045567","Сумки",71,17
"l-3045656","Одяг",57,2
"l-3045657","Одяг",57,3
"l-3045901","Одяг",57,2
"l-3045904","Одяг",57,2
"l-3045906","Одяг",57,2
"l-3045912","Одяг",56,3
"l-3045914","Одяг",56,3
"l-3045916","Одяг",56,2
"l-3045917","Одяг",56,3
"l-3045921","Одяг",56,2
"l-3045926","Одяг",56,3
"l-3045927","Одяг",57,2
"l-3045930","Одяг",56,2
"l-3045932","Одяг",57,2
"l-3045933","Одяг",56,3
"l-3045935","Одяг",56,3
"l-3045937","Одяг",57,2
"l-3045959","Одяг",57,2
"l-3045962","Одяг",56,2
"l-3045963","Одяг",56,2
"l-3045964","Одяг",56,3
"l-3045965","Одяг",56,2
"l-3045969","Одяг",56,2
"l-3045970","Одяг",56,2
"l-3047729","Одяг",49,32
"l-3047732","Одяг",48,31
"l-3047733","Одяг",50,26
"l-3047734","Одяг",51,32
"l-3047735","Одяг",44,29
"l-3047743","Одяг",48,31
"l-3047746","Одяг",53,31
"l-3047747","Одяг",46,32
"l-3047749","Одяг",46,32
"l-3047755","Одяг",48,18
"l-3047760","Одяг",46,32
"l-3047762","Одяг",49,32
"l-3047763","Одяг",49,34
"l-3047766","Одяг",48,31
"l-3047767","Одяг",47,33
"l-3047770","Одяг",53,31
"l-3047780","Одяг",49,32
"l-3047781","Одяг",48,31
"l-3047782","Одяг",47,30
"l-3047792","Одяг",47,30
"l-3047796","Одяг",53,32
"l-3047798","Одяг",49,32
"l-3047799","Одяг",53,31
"l-3047813","Одяг",60,31
"l-3047819","Одяг",42,23
"l-3047820","Одяг",44,29
"l-3047821","Одяг",48,31
"l-3047822","Одяг",48,31
"l-3047834","Одяг",54,33
"l-3047835","Одяг",51,32
"l-3047840","Одяг",49,32
"l-3047843","Одяг",53,31
"l-3047848","Одяг",56,32
"l-3047849","Одяг",49,32
"l-3047851","Одяг",49,32
"l-3047852","Одяг",45,31
"l-3047858","Одяг",49,32
"l-3047868","Одяг",54,33
"l-3047874","Одяг",47,32
"l-3047886","Одяг",46,32
"l-3047890","Одяг",53,31
"l-3047891","Одяг",49,32
"l-3047897","Одяг",49,32
"l-3047903","Одяг",66,31
"l-3047909","Одяг",45,32
"l-3047911","Одяг",46,32
"l-3047913","Одяг",52,30
"l-3047919","Одяг",46,33
"l-3047922","Одяг",49,32
"l-3047925","Одяг",48,30
"l-3047929","Одяг",52,29
"l-3049534","Одяг",78,27
"l-3049737","Одяг",76,31
"l-3049778","Одяг",77,26
"l-3050033","Одяг",50,6
"l-3050041","Одяг",50,5
"l-3055124","Сумки",83,18
"l-3064187","Сумки",72,12
"l-3064189","Сумки",75,22
"l-3064192","Сумки",72,12
"l-3064233","Сумки",72,6
"l-3064236","Сумки",25,14
"l-3064238","Сумки",25,10
"l-3064249","Сумки",72,11
"l-3064260","Сумки",71,10
"l-3064265","Сумки",71,9
"l-3064266","Сумки",69,19
"l-3064277","Сумки",72,22
"l-3064280","Сумки",27,24
"l-3064281","Сумки",27,25
"l-3064289","Сумки",72,12
"l-3064805","Сумки",86,19
"l-3067015","Одяг",86,32
"l-3068023","Одяг",56,2
"l-3068024","Одяг",56,2
"l-3070124","Одяг",71,18
"l-3070158","Одяг",75,-5
"l-3074852","Одяг",29,12
"l-3074854","Одяг",17,-4
"l-3074859","Одяг",29,12
"l-3074865","Одяг",23,10
"l-3074866","Одяг",23,9
"l-3074896","Одяг",33,33
"l-3074898","Одяг",37,30
"l-3074900","Одяг",36,22
"l-3074901","Одяг",36,18
"l-3074906","Одяг",29,10
"l-3074907","Одяг",29,8
"l-3074909","Одяг",29,8
"l-3074910","Одяг",29,9
"l-3074911","Одяг",29,8
"l-3074912","Одяг",29,8
"l-3074932","Одяг",13,4
"l-3074942","Одяг",23,8
"l-3074944","Одяг",29,8
"l-3074945","Одяг",29,8
"l-3074946","Одяг",29,9
"l-3074948","Одяг",26,3
"l-3074951","Одяг",26,10
"l-3074968","Одяг",5,-2
"l-3074970","Одяг",5,-4
"l-3074971","Одяг",23,16
"l-3074981","Одяг",32,1
"l-3074996","Одяг",32,25
"l-3074997","Одяг",35,35
"l-3075003","Одяг",17,6
"l-3075004","Одяг",17,7
"l-3075015","Одяг",32,12
"l-3075027","Одяг",32,32
"l-3075032","Одяг",32,15
"l-3075033","Одяг",32,9
"l-3075040","Одяг",29,0
"l-3075041","Одяг",29,0
"l-3075042","Одяг",29,0
"l-3075058","Одяг",13,3
"l-3075059","Одяг",31,15
"l-3075065","Одяг",29,13
"l-3075066","Одяг",29,12
"l-3075067","Одяг",29,12
"l-3075070","Одяг",23,5
"l-3075071","Одяг",23,9
"l-3075072","Одяг",23,9
"l-3075095","Одяг",48,31
"l-3075098","Одяг",41,30
"l-3075108","Одяг",64,32
"l-3075109","Одяг",60,31
"l-3075123","Одяг",57,32
"l-3075129","Одяг",53,32
"l-3075135","Одяг",48,31
"l-3075146","Одяг",57,32
"l-3075148","Одяг",60,33
"l-3075149","Одяг",62,31
"l-3075162","Одяг",48,31
"l-3075163","Одяг",53,31
"l-3075175","Одяг",46,32
"l-3075181","Одяг",53,31
"l-3075185","Одяг",58,32
"l-3075204","Одяг",54,32
"l-3075218","Одяг",49,32
"l-3075219","Одяг",53,32
"l-3075375","Одяг",70,33
"l-3080964","Одяг",88,31
"l-3083115","Одяг",71,22
"l-3087010","Одяг",72,19
"l-3087068","Одяг",71,25
"l-3087090","Одяг",72,17
"l-3087095","Одяг",71,18
"l-3087140","Одяг",72,25
"l-3087193","Одяг",72,18
"l-3087200","Одяг",71,17
"l-3087253","Одяг",72,24
"l-3087255","Одяг",72,17
"l-3087291","Одяг",72,19
"l-3087318","Одяг",71,19
"l-3087337","Одяг",71,36
"l-3087344","Одяг",72,21
"l-3087354","Одяг",72,21
"l-3087404","Одяг",72,20
"l-3087423","Одяг",72,19
"l-3087427","Одяг",72,24
"l-3087428","Одяг",71,33
"l-3087433","Одяг",71,44
"l-3087434","Одяг",71,42
"l-3087445","Одяг",72,43
"l-3090618","Одяг",83,58
"l-3090638","Одяг",67,32
"l-3090646","Одяг",68,34
"l-3090994","Одяг",81,1
"l-3091047","Одяг",81,-1
"l-3091049","Одяг",81,0
"l-3091318","Одяг",81,0
"l-3096265","Одяг",76,25
"l-3098642","Одяг",56,2
"l-3098643","Одяг",56,2
"l-3098644","Одяг",56,2
"l-3098645","Одяг",56,3
"l-3098646","Одяг",56,2
"l-3098647","Одяг",56,2
"l-3098648","Одяг",56,2
"l-3098654","Одяг",57,2
"l-3098655","Одяг",57,2
"l-3098757","Одяг",46,28
"l-3098762","Одяг",53,31
"l-3098795","Одяг",49,32
"l-3098799","Одяг",49,32
"l-3098824","Одяг",49,32
"l-3098831","Одяг",53,32
"l-3098832","Одяг",49,32
"l-3098843","Одяг",49,32
"l-3098908","Одяг",82,34
"l-3102238","Одяг",74,33
"l-3102461","Одяг",86,25
"l-3108159","Одяг",75,0
"l-3109655","Одяг",88,0
"l-3109656","Одяг",89,20
"l-3109664","Одяг",91,31
"l-3109807","Одяг",90,-7
"l-3109827","Одяг",89,-27
"l-3109829","Одяг",92,2
"l-3109843","Одяг",88,0
"l-3109844","Одяг",89,0
"l-3109853","Одяг",77,-1
"l-3109856","Одяг",93,45
"l-3111826","Одяг",74,34
"l-3111889","Одяг",77,33
"l-3121400","Одяг",89,2
"l-3121410","Одяг",90,-31
"l-3121419","Одяг",81,0
"l-3122304","Одяг",49,4
"l-3122338","Одяг",50,4
"l-3123404","Одяг",66,25
"l-3126825","Одяг",72,21
"l-3126849","Одяг",72,21
"l-3126851","Одяг",70,15
"l-3128372","Одяг",14,2
"l-3128373","Одяг",14,2
"l-3130442","Одяг",64,4
"l-3132900","Одяг",32,25
"l-3135502","Сумки",72,11
"l-3135609","Одяг",3,-1
"l-3135620","Одяг",29,11
"l-3135715","Одяг",25,15
"l-3137075","Одяг",73,43
"l-3137079","Одяг",73,42
"l-3137317","Одяг",63,30
"l-3137460","Одяг",63,26
"l-3137463","Одяг",63,26
"l-3141562","Одяг",81,-1
"l-3143144","Сумки",57,16
"l-3145618","Одяг",49,3
"l-3145619","Одяг",49,3
"l-3145621","Одяг",50,5
"l-3145623","Одяг",50,6
"l-3149810","Одяг",81,52
"l-3149814","Одяг",87,26
"l-3149935","Одяг",85,26
"l-3154429","Сумки",72,10
"l-3155105","Одяг",57,2
"l-3155107","Одяг",57,3
"l-3155109","Одяг",57,3
"l-3155111","Одяг",57,2
"l-3155113","Одяг",56,2
"l-3155114","Одяг",56,2
"l-3155115","Одяг",56,2
"l-3155116","Одяг",57,2
"l-3155117","Одяг",57,3
"l-3155118","Одяг",57,3
"l-3155119","Одяг",56,2
"l-3155120","Одяг",56,2
"l-3155122","Одяг",56,2
"l-3155123","Одяг",57,3
"l-3155124","Одяг",57,2
"l-3155125","Одяг",57,2
"l-3155126","Одяг",56,2
"l-3155127","Одяг",56,2
"l-3155128","Одяг",56,2
"l-3155129","Одяг",57,3
"l-3155130","Одяг",57,2
"l-3155131","Одяг",57,2
"l-3155133","Одяг",56,2
"l-3155134","Одяг",56,2
"l-3155135","Одяг",56,2
"l-3160358","Одяг",75,31
"l-3167325","Одяг",68,36
"l-3167501","Одяг",72,27
"l-3169627","Одяг",63,0
"l-3169737","Одяг",56,0
"l-3169753","Одяг",59,0
"l-3169755","Одяг",61,0
"l-3169756","Одяг",61,0
"l-3169781","Одяг",59,20
"l-3172060","Одяг",57,2
"l-3178178","Одяг",71,-22
"l-3181956","Одяг",50,0
"l-3181962","Одяг",49,-1
"l-3181964","Одяг",50,0
"l-3182288","Одяг",57,2
"l-3182289","Одяг",57,2
"l-3182291","Одяг",57,2
