"id","bigGat","shop_discount","real_discount"
"l-4162849","Одяг",53,7
"l-4162850","Одяг",53,6
"l-4162851","Одяг",53,10
"l-4167925","Сумки",78,14
"l-4167990","Сумки",78,14
"l-4168847","Одяг",81,-2
"l-4168862","Одяг",81,-3
"l-4169019","Одяг",37,0
"l-4169323","Одяг",22,10
"l-4169324","Одяг",34,14
"l-4170050","Одяг",62,-42
"l-4170051","Одяг",62,-49
"l-4171635","Одяг",31,7
"l-4171637","Одяг",29,4
"l-4174039","Сумки",83,19
"l-4174042","Сумки",84,21
"l-4174049","Сумки",85,17
"l-4174076","Сумки",83,17
"l-4176682","Одяг",25,14
"l-4176683","Одяг",25,13
"l-4176684","Одяг",25,14
"l-4176685","Одяг",25,14
"l-4176686","Одяг",25,14
"l-4176687","Одяг",25,12
"l-4178057","Одяг",81,-2
"l-4178058","Одяг",81,-2
"l-4178059","Одяг",81,-1
"l-4178063","Одяг",81,-2
"l-4178075","Одяг",81,0
"l-4178080","Одяг",81,-1
"l-4178083","Одяг",81,-2
"l-4178091","Одяг",81,0
"l-4178094","Одяг",81,-3
"l-4178095","Одяг",77,-1
"l-4178098","Одяг",81,-3
"l-4178100","Одяг",81,-2
"l-4178106","Одяг",81,-2
"l-4178107","Одяг",81,-3
"l-4178110","Одяг",81,-2
"l-4178111","Одяг",81,-2
"l-4178120","Одяг",81,-1
"l-4178122","Одяг",81,-1
"l-4178423","Одяг",59,18
"l-4180594","Одяг",47,20
"l-4180596","Одяг",47,20
"l-4180602","Одяг",47,20
"l-4180603","Одяг",47,20
"l-4180606","Одяг",47,20
"l-4180607","Одяг",47,20
"l-4180618","Одяг",47,24
"l-4181408","Сумки",82,16
"l-4181632","Сумки",59,17
"l-4186795","Одяг",81,-1
"l-4186796","Одяг",81,-1
"l-4186799","Одяг",81,-2
"l-4186801","Одяг",81,-1
"l-4186810","Одяг",81,-2
"l-4186871","Одяг",64,24
"l-4186873","Одяг",64,22
"l-4186874","Одяг",64,27
"l-4188082","Одяг",53,10
"l-4189695","Сумки",53,0
"l-4189697","Сумки",53,0
"l-4189700","Сумки",53,0
"l-4189703","Сумки",53,0
"l-4190368","Одяг",49,4
"l-4190370","Одяг",50,5
"l-4190371","Одяг",49,4
"l-4190372","Одяг",50,5
"l-4190373","Одяг",50,5
"l-4190377","Одяг",49,5
"l-4190378","Одяг",49,4
"l-4191517","Одяг",81,-1
"l-4191519","Одяг",80,-2
"l-4191520","Одяг",81,-1
"l-4191521","Одяг",81,-1
"l-4191522","Одяг",80,-3
"l-4191523","Одяг",80,-3
"l-4191531","Одяг",81,-1
"l-4191532","Одяг",81,-1
"l-4191533","Одяг",81,-2
"l-4194688","Одяг",81,0
"l-4195975","Одяг",45,-22
"l-4195979","Одяг",49,-11
"l-4195982","Одяг",49,-8
"l-4195984","Одяг",49,-11
"l-4195988","Одяг",49,-8
"l-4195995","Одяг",49,-11
"l-4196003","Одяг",49,-8
"l-4196016","Одяг",49,-8
"l-4196021","Одяг",49,-17
"l-4198934","Одяг",59,-5
"l-4198936","Одяг",56,-1
"l-4201084","Одяг",75,37
"l-4201117","Одяг",63,17
"l-4201128","Одяг",81,0
"l-4201135","Одяг",81,-2
"l-4201137","Одяг",81,-3
"l-4201139","Одяг",81,-1
"l-4201145","Одяг",81,-1
"l-4201148","Одяг",81,-1
"l-4201154","Одяг",81,-1
"l-4201155","Одяг",81,-1
"l-4201886","Одяг",32,5
"l-4201899","Одяг",30,4
"l-4202185","Сумки",61,16
"l-4202422","Сумки",81,14
"l-4202440","Сумки",75,0
"l-4208247","Одяг",52,7
"l-4208708","Одяг",75,39
"l-4211966","Одяг",81,-1
"l-4211970","Одяг",79,47
"l-4211972","Одяг",79,46
"l-4211974","Одяг",79,46
"l-4211975","Одяг",79,46
"l-4211976","Одяг",78,41
"l-4211977","Одяг",78,42
"l-4211978","Одяг",78,41
"l-4211979","Одяг",81,50
"l-4211980","Одяг",81,50
"l-4211981","Одяг",81,50
"l-4214029","Одяг",22,15
"l-4214061","Одяг",56,-1
"l-4214654","Одяг",65,23
"l-4215863","Одяг",50,0
"l-4215870","Одяг",48,0
"l-4220340","Сумки",66,13
"l-4220415","Сумки",79,14
"l-4220420","Сумки",58,14
"l-4222436","Одяг",81,-2
"l-4222437","Одяг",81,-2
"l-4222455","Одяг",81,-1
"l-4222463","Одяг",80,-3
"l-4222466","Одяг",81,-3
"l-4222473","Одяг",81,-1
"l-4222479","Одяг",81,-2
"l-4222488","Одяг",81,-1
"l-4222499","Одяг",81,-1
"l-4222500","Одяг",81,-2
"l-4222503","Одяг",81,-3
"l-4222508","Одяг",81,-2
"l-4222509","Одяг",81,-1
"l-4222513","Одяг",81,-4
"l-4222514","Одяг",81,-2
"l-4222517","Одяг",77,-2
"l-4222744","Сумки",72,9
"l-4222745","Сумки",72,9
"l-4222747","Сумки",72,9
"l-4222749","Сумки",72,10
"l-4222751","Сумки",72,11
"l-4222752","Сумки",72,11
"l-4222753","Сумки",72,16
"l-4229832","Сумки",84,15
"l-4229848","Сумки",80,5
"l-4229857","Сумки",86,11
"l-4229858","Сумки",86,13
"l-4229864","Сумки",83,10
"l-4229916","Сумки",82,17
"l-4230865","Сумки",83,8
"l-4231221","Одяг",53,10
"l-4232012","Сумки",83,15
"l-4232021","Сумки",83,15
"l-4232022","Сумки",84,17
"l-4232039","Сумки",81,16
"l-4232066","Сумки",85,16
"l-4232074","Сумки",82,8
"l-4234942","Одяг",29,-15
"l-4235296","Сумки",75,20
"l-4235297","Сумки",75,20
"l-4235298","Сумки",75,22
"l-4235299","Сумки",75,21
"l-4235301","Сумки",72,11
"l-4235302","Сумки",72,11
"l-4235304","Сумки",72,12
"l-4235305","Сумки",72,12
"l-4235310","Сумки",72,12
"l-4235311","Сумки",72,10
"l-4235315","Сумки",75,17
"l-4235317","Сумки",75,16
"l-4235318","Сумки",75,17
"l-4235329","Сумки",81,14
"l-4235331","Сумки",85,17
"l-4235332","Сумки",85,17
"l-4235419","Сумки",82,13
"l-4235423","Сумки",85,17
"l-4235425","Сумки",84,16
"l-4235443","Сумки",82,17
"l-4236013","Сумки",75,21
"l-4236017","Сумки",75,21
"l-4236113","Сумки",26,16
"l-4238430","Одяг",81,0
"l-4238431","Одяг",80,-2
"l-4238437","Одяг",81,1
"l-4238438","Одяг",81,-2
"l-4238443","Одяг",81,-1
"l-4238453","Одяг",81,-1
"l-4238457","Одяг",81,-1
"l-4238459","Одяг",81,-1
"l-4238478","Одяг",77,-1
"l-4238497","Одяг",77,-2
"l-4238503","Одяг",77,-2
"l-4238573","Одяг",75,-1
"l-4238680","Сумки",60,11
"l-4238939","Одяг",57,-1
"l-4238940","Одяг",59,-1
"l-4238948","Одяг",59,-1
"l-4238950","Одяг",55,10
"l-4238957","Одяг",60,0
"l-4238960","Одяг",59,-2
"l-4238961","Одяг",59,-2
"l-4238962","Одяг",59,-2
"l-4238963","Одяг",60,-2
"l-4238974","Одяг",59,-2
"l-4238976","Одяг",61,-1
"l-4238977","Одяг",59,-2
"l-4240821","Сумки",53,0
"l-4241641","Сумки",83,31
"l-4242167","Одяг",59,7
"l-4246223","Одяг",81,-2
"l-4246227","Одяг",81,-1
"l-4246228","Одяг",81,-3
"l-4246231","Одяг",81,-1
"l-4246484","Одяг",53,10
"l-4246485","Одяг",52,8
"l-4246499","Одяг",53,9
"l-4246502","Одяг",52,9
"l-4246813","Сумки",73,0
"l-4246814","Сумки",73,-1
"l-4246815","Сумки",73,-1
"l-4246816","Сумки",73,-1
"l-4246817","Сумки",73,-1
"l-4246818","Сумки",73,-1
"l-4246820","Сумки",73,-1
"l-4246821","Сумки",73,-1
"l-4246822","Сумки",73,-1
"l-4246823","Сумки",73,-1
"l-4246825","Сумки",73,-1
"l-4246826","Сумки",73,-1
"l-4246828","Сумки",73,-1
"l-4246830","Сумки",73,-1
"l-4246832","Сумки",73,-1
"l-4246833","Сумки",73,-1
"l-4246836","Сумки",73,-1
"l-4246837","Сумки",73,-1
"l-4246839","Сумки",73,-1
"l-4246841","Сумки",73,-1
"l-4246842","Сумки",73,0
"l-4246844","Сумки",73,0
"l-4246845","Сумки",73,0
"l-4246846","Сумки",73,0
"l-4246847","Сумки",73,0
"l-4246848","Сумки",73,0
"l-4246849","Сумки",73,0
"l-4246850","Сумки",73,0
"l-4247095","Сумки",72,11
"l-4247097","Сумки",72,11
"l-4247100","Сумки",72,11
"l-4247101","Сумки",72,11
"l-4247107","Одяг",29,13
"l-4247108","Одяг",20,11
"l-4247110","Одяг",20,7
"l-4247111","Одяг",20,14
"l-4247112","Одяг",20,7
"l-4247113","Одяг",20,10
"l-4247114","Одяг",34,31
"l-4247115","Одяг",34,26
"l-4247602","Сумки",22,13
"l-4250747","Одяг",50,-2
"l-4250765","Одяг",50,-3
"l-4250768","Одяг",50,-1
"l-4250845","Одяг",50,-3
"l-4250853","Одяг",50,-3
"l-4257756","Одяг",82,38
"l-4261211","Одяг",81,-2
"l-4261216","Одяг",81,-3
"l-4261218","Одяг",81,-2
"l-4262047","Одяг",35,22
"l-4262050","Одяг",33,6
"l-4262379","Одяг",50,1
"l-4262380","Одяг",50,3
"l-4262383","Одяг",50,2
"l-4262389","Одяг",50,9
"l-4262390","Одяг",50,3
"l-4262391","Одяг",50,1
"l-4262392","Одяг",50,-1
"l-4262394","Одяг",50,0
"l-4262395","Одяг",50,5
"l-4262396","Одяг",50,8
"l-4262397","Одяг",50,1
"l-4262398","Одяг",50,2
"l-4262399","Одяг",50,1
"l-4262400","Одяг",50,1
"l-4262401","Одяг",50,22
"l-4262402","Одяг",50,2
"l-4262403","Одяг",50,10
"l-4262404","Одяг",50,5
"l-4262405","Одяг",50,0
"l-4262406","Одяг",50,0
"l-4262407","Одяг",50,0
"l-4262408","Одяг",50,3
"l-4262409","Одяг",50,-1
"l-4262410","Одяг",50,-1
"l-4262411","Одяг",50,-1
"l-4262412","Одяг",50,5
"l-4262413","Одяг",50,5
"l-4262414","Одяг",50,5
"l-4262415","Одяг",50,5
"l-4262416","Одяг",50,0
"l-4262417","Одяг",50,5
"l-4262419","Одяг",50,4
"l-4262420","Одяг",50,4
"l-4262421","Одяг",50,19
"l-4262422","Одяг",50,32
"l-4262423","Одяг",50,2
"l-4262424","Одяг",50,2
"l-4262426","Одяг",50,4
"l-4262427","Одяг",50,5
"l-4262428","Одяг",50,4
"l-4262429","Одяг",50,4
"l-4262430","Одяг",50,6
"l-4262437","Одяг",50,1
"l-4262438","Одяг",50,0
"l-4262444","Одяг",50,0
"l-4262451","Одяг",50,7
"l-4262453","Одяг",50,0
"l-4262465","Одяг",50,0
"l-4262466","Одяг",50,1
"l-4262467","Одяг",50,3
"l-4262469","Одяг",50,2
"l-4262470","Одяг",50,2
"l-4262471","Одяг",50,1
"l-4262472","Одяг",50,1
"l-4262473","Одяг",50,1
"l-4262474","Одяг",50,1
"l-4262475","Одяг",50,1
"l-4262476","Одяг",50,4
"l-4262477","Одяг",50,4
"l-4262480","Одяг",50,2
"l-4262481","Одяг",50,3
"l-4262484","Одяг",50,2
"l-4262485","Одяг",50,2
"l-4262486","Одяг",50,2
"l-4262487","Одяг",50,1
"l-4262958","Одяг",50,0
"l-4262960","Одяг",50,0
"l-4262961","Одяг",50,0
"l-4262962","Одяг",50,0
"l-4262963","Одяг",50,0
"l-4262964","Одяг",50,0
"l-4262966","Одяг",50,0
"l-4262967","Одяг",49,0
"l-4262968","Одяг",49,0
"l-4262969","Одяг",49,0
"l-4262974","Одяг",49,0
"l-4262975","Одяг",49,0
"l-4262980","Одяг",50,0
"l-4262981","Одяг",50,0
"l-4262984","Одяг",49,0
"l-4262986","Одяг",50,0
"l-4262988","Одяг",50,0
"l-4262991","Одяг",49,0
"l-4263009","Одяг",50,0
"l-4263011","Одяг",50,0
"l-4263013","Одяг",50,0
"l-4263014","Одяг",50,0
"l-4263016","Одяг",49,0
"l-4263017","Одяг",49,0
"l-4263018","Одяг",49,0
"l-4263019","Одяг",50,0
"l-4263020","Одяг",49,0
"l-4263021","Одяг",49,0
"l-4263023","Одяг",49,0
"l-4263025","Одяг",49,0
"l-4263027","Одяг",50,0
"l-4263029","Одяг",50,0
"l-4263031","Одяг",50,0
"l-4263032","Одяг",50,0
"l-4263033","Одяг",50,0
"l-4263036","Одяг",50,0
"l-4263039","Одяг",50,0
"l-4263042","Одяг",50,0
"l-4263048","Одяг",50,0
"l-4263051","Одяг",49,0
"l-4263052","Одяг",50,0
"l-4263054","Одяг",49,0
"l-4263059","Одяг",50,0
"l-4263060","Одяг",50,0
"l-4263074","Одяг",50,0
"l-4263076","Одяг",50,-1
"l-4263077","Одяг",50,0
"l-4263085","Одяг",50,0
"l-4263097","Одяг",49,0
"l-4263098","Одяг",49,0
"l-4263099","Одяг",49,0
"l-4263106","Одяг",50,0
"l-4263107","Одяг",50,0
"l-4263108","Одяг",50,0
"l-4263110","Одяг",50,0
"l-4263262","Одяг",79,21
"l-4265973","Одяг",59,-2
"l-4265974","Одяг",59,-2
"l-4265975","Одяг",60,-1
"l-4265976","Одяг",60,-1
"l-4265977","Одяг",58,-1
"l-4265980","Одяг",58,-3
"l-4265981","Одяг",61,-1
"l-4267517","Одяг",33,8
"l-4267525","Одяг",48,13
"l-4267528","Одяг",48,20
"l-4276858","Одяг",79,43
"l-4276859","Одяг",79,43
"l-4276860","Одяг",79,43
"l-4276861","Одяг",79,47
"l-4276864","Одяг",77,46
"l-4276865","Одяг",79,48
"l-4276866","Одяг",79,46
"l-4276867","Одяг",79,46
"l-4276868","Одяг",81,47
"l-4276869","Одяг",81,47
"l-4279524","Одяг",81,-2
"l-4279525","Одяг",81,-1
"l-4279690","Одяг",81,-1
"l-4279700","Одяг",81,-2
"l-4279701","Одяг",81,-2
"l-4279724","Одяг",81,0
"l-4279730","Одяг",81,-1
"l-4281711","Одяг",32,0
"l-4284250","Одяг",40,0
"l-4284251","Одяг",40,0
"l-4284252","Одяг",40,0
"l-4284255","Одяг",40,0
"l-4284256","Одяг",40,0
"l-4284258","Одяг",39,0
"l-4284261","Одяг",40,0
"l-4284262","Одяг",40,0
"l-4285613","Одяг",50,4
"l-4287026","Одяг",50,5
"l-4287028","Одяг",50,4
"l-4287029","Одяг",50,5
"l-4292786","Одяг",70,15
"l-4292794","Одяг",72,19
"l-4292795","Одяг",72,19
"l-4292958","Одяг",72,19
"l-4292973","Одяг",72,27
"l-4293010","Одяг",72,21
"l-4293054","Одяг",72,21
"l-4293082","Одяг",72,21
"l-4293089","Одяг",72,21
"l-4293198","Одяг",72,-27
"l-4293225","Одяг",72,19
"l-4293226","Одяг",72,19
"l-4293234","Одяг",72,19
"l-4293304","Одяг",72,21
"l-4297681","Одяг",81,-2
"l-4297692","Одяг",81,-1
"l-4297693","Одяг",81,-2
"l-4297695","Одяг",81,-1
"l-4297699","Одяг",81,0
"l-4297700","Одяг",81,-1
"l-4297701","Одяг",81,-1
"l-4297702","Одяг",81,-3
"l-4297704","Одяг",81,-1
"l-4297705","Одяг",81,-3
"l-4297707","Одяг",81,-1
"l-4297721","Одяг",81,-2
"l-4297723","Одяг",81,-2
"l-4297729","Одяг",81,-1
"l-4297732","Одяг",81,-3
"l-4297734","Одяг",81,-1
"l-4297745","Одяг",77,-1
"l-4297746","Одяг",81,-1
"l-4297747","Одяг",81,0
"l-4297748","Одяг",81,0
"l-4297749","Одяг",81,0
"l-4297758","Одяг",81,-2
"l-4301243","Сумки",72,12
"l-4303044","Одяг",32,0
"l-4303052","Одяг",28,0
"l-4303054","Одяг",31,0
"l-4304653","Сумки",72,12
"l-4304659","Сумки",72,28
"l-4308126","Одяг",58,-2
"l-4308127","Одяг",58,-1
"l-4308130","Одяг",58,-2
"l-4310622","Одяг",55,31
"l-4311702","Одяг",81,-1
"l-4311703","Одяг",81,1
"l-4311704","Одяг",81,0
"l-4311705","Одяг",81,-1
"l-4311706","Одяг",81,1
"l-4311739","Одяг",81,-2
"l-4314687","Одяг",81,-1
"l-4314709","Одяг",81,-2
"l-4314711","Одяг",80,-3
"l-4314712","Одяг",81,-3
"l-4314713","Одяг",81,0
"l-4314716","Одяг",81,-1
"l-4314717","Одяг",81,-2
"l-4314914","Одяг",77,40
"l-4314915","Одяг",77,42
"l-4314916","Одяг",79,43
"l-4314917","Одяг",78,47
"l-4314918","Одяг",78,47
"l-4314919","Одяг",79,43
"l-4314922","Одяг",79,43
"l-4314924","Одяг",79,43
"l-4314925","Одяг",79,46
"l-4315193","Одяг",72,19
"l-4315194","Одяг",72,21
"l-4315203","Одяг",71,18
"l-4316178","Одяг",52,10
"l-4316179","Одяг",52,10
"l-4316180","Одяг",52,10
"l-4316181","Одяг",52,10
"l-4316182","Одяг",52,7
"l-4322118","Сумки",84,14
"l-4323477","Одяг",81,-2
"l-4323706","Сумки",82,11
"l-4323712","Сумки",83,16
"l-4323812","Сумки",83,21
"l-4327334","Одяг",29,9
"l-4327336","Одяг",30,9
"l-4327337","Одяг",30,9
"l-4327338","Одяг",30,9
"l-4327640","Одяг",72,19
"l-4327678","Одяг",65,53
"l-4331725","Одяг",81,0
"l-4335062","Одяг",36,18
"l-4335063","Одяг",36,22
"l-4335064","Одяг",36,36
"l-4335065","Одяг",36,22
"l-4338783","Одяг",72,18
"l-4338802","Одяг",72,18
"l-4338897","Одяг",72,19
"l-4338921","Одяг",72,19
"l-4338927","Одяг",71,19
"l-4338940","Одяг",72,21
"l-4339061","Одяг",72,18
"l-4339153","Одяг",72,19
"l-4339248","Одяг",72,19
"l-4339276","Одяг",72,19
"l-4339367","Одяг",72,19
"l-4339769","Сумки",78,14
"l-4339800","Сумки",78,14
"l-4342819","Одяг",50,-6
"l-4342821","Одяг",9,-5
"l-4343315","Одяг",81,0
"l-4343319","Одяг",81,-1
"l-4345340","Одяг",60,-2
"l-4345343","Одяг",59,-2
"l-4345344","Одяг",58,-1
"l-4345354","Одяг",59,-2
"l-4345357","Одяг",81,-2
"l-4345725","Одяг",64,19
"l-4345845","Одяг",64,50
"l-4345846","Одяг",64,44
"l-4345847","Одяг",64,44
"l-4345852","Одяг",65,43
"l-4345853","Одяг",65,43
"l-4345854","Одяг",64,44
"l-4345856","Одяг",65,43
"l-4345861","Одяг",65,46
"l-4345865","Одяг",65,42
"l-4345867","Одяг",65,42
"l-4347175","Одяг",81,-1
"l-4347177","Одяг",81,-2
"l-4347179","Одяг",81,-1
"l-4347180","Одяг",81,0
"l-4347591","Сумки",84,14
"l-4347937","Одяг",49,0
"l-4347939","Одяг",49,0
"l-4347940","Одяг",50,0
"l-4352041","Одяг",78,42
"l-4352042","Одяг",78,42
"l-4352044","Одяг",75,38
"l-4352045","Одяг",75,37
"l-4352046","Одяг",80,38
"l-4352047","Одяг",80,40
"l-4352048","Одяг",80,40
"l-4352728","Одяг",91,0
"l-4352729","Одяг",89,0
"l-4352732","Одяг",88,20
"l-4352762","Одяг",89,25
"l-4352763","Одяг",91,34
"l-4352773","Одяг",89,17
"l-4352777","Одяг",92,14
"l-4352779","Одяг",90,17
"l-4352794","Одяг",91,34
"l-4352795","Одяг",88,25
"l-4352796","Одяг",88,0
"l-4352798","Одяг",92,37
"l-4352799","Одяг",91,31
"l-4352806","Одяг",89,21
"l-4352818","Одяг",91,41
"l-4352820","Одяг",88,12
"l-4352821","Одяг",91,0
"l-4352825","Одяг",90,39
"l-4352828","Одяг",92,14
"l-4352831","Одяг",90,43
"l-4352917","Одяг",89,25
"l-4353051","Одяг",90,34
"l-4353080","Одяг",92,25
"l-4353100","Одяг",89,1
"l-4353149","Одяг",89,13
"l-4353360","Одяг",90,0
"l-4353386","Одяг",90,23
"l-4353432","Одяг",89,31
"l-4353442","Одяг",90,26
"l-4353456","Одяг",89,31
"l-4353468","Одяг",90,30
"l-4353570","Одяг",90,20
"l-4353595","Одяг",91,32
"l-4353674","Одяг",89,25
"l-4353762","Одяг",90,29
"l-4353885","Одяг",81,-2
"l-4353896","Одяг",81,-2
"l-4353901","Одяг",81,-1
"l-4353905","Одяг",81,-1
"l-4353916","Одяг",81,-1
"l-4353921","Одяг",81,-1
"l-4353930","Одяг",81,-2
"l-4353939","Одяг",81,-3
"l-4353950","Одяг",81,-1
"l-4353955","Одяг",81,-1
"l-4353965","Одяг",81,-1
"l-4353974","Одяг",81,0
"l-4353985","Одяг",81,-1
"l-4353990","Одяг",81,-1
"l-4353995","Одяг",81,-1
"l-4354000","Одяг",81,-1
"l-4354016","Одяг",81,-1
"l-4354040","Одяг",89,-1
"l-4354157","Одяг",90,20
"l-4354168","Одяг",89,20
"l-4354176","Одяг",90,13
"l-4354242","Одяг",91,29
"l-4354266","Одяг",90,32
"l-4354274","Одяг",91,32
"l-4354325","Одяг",89,6
"l-4354404","Одяг",89,18
"l-4354471","Одяг",90,41
"l-4354542","Одяг",91,36
"l-4354630","Одяг",91,30
"l-4354681","Одяг",89,16
"l-4354711","Одяг",90,37
"l-4354912","Одяг",85,0
"l-4354955","Одяг",85,0
"l-4355037","Одяг",88,25
"l-4355054","Одяг",90,33
"l-4355225","Одяг",90,29
"l-4355226","Одяг",89,0
"l-4355227","Одяг",89,26
"l-4355228","Одяг",88,21
"l-4355230","Одяг",89,31
"l-4355231","Одяг",89,35
"l-4355233","Одяг",89,32
"l-4355241","Одяг",90,32
"l-4355258","Одяг",91,28
"l-4355279","Одяг",92,36
"l-4355280","Одяг",92,42
"l-4355283","Одяг",92,40
"l-4355284","Одяг",90,33
"l-4355286","Одяг",90,14
"l-4355298","Одяг",90,23
"l-4355306","Одяг",93,20
"l-4355323","Одяг",89,0
"l-4355332","Одяг",90,33
"l-4355335","Одяг",91,17
"l-4355346","Одяг",90,2
"l-4355353","Одяг",90,2
"l-4355358","Одяг",93,25
"l-4355368","Одяг",90,17
"l-4355373","Одяг",90,23
"l-4355374","Одяг",93,46
"l-4355375","Одяг",93,43
"l-4355376","Одяг",93,49
"l-4355377","Одяг",93,53
"l-4355381","Одяг",93,42
"l-4355382","Одяг",95,40
"l-4355383","Одяг",93,30
"l-4355384","Одяг",93,43
"l-4355386","Одяг",95,56
"l-4355390","Одяг",95,68
"l-4355397","Одяг",91,0
"l-4355404","Одяг",91,32
"l-4355405","Одяг",90,28
"l-4355419","Одяг",91,35
"l-4355420","Одяг",88,18
"l-4358609","Одяг",50,0
"l-4358614","Одяг",50,0
"l-4358615","Одяг",50,0
"l-4358616","Одяг",50,0
"l-4358617","Одяг",50,0
"l-4358619","Одяг",50,0
